"HospitalName" "Address" "District" "Phone" "Update_DtTm" "Normal_Bed_Total" "Normal_Bed_Vacant" "O2_Bed_Total" "O2_Bed_Vacant" "ICU_Bed_Total" "ICU_Bed_Vacant" "All_Bed_Total" "All_Bed_Vacant" "importDate"
"CHO - Government Hospital Kanchipuram" "Hospital road,Ennaikaran,Kancheepuram,KANCHEEPURAM" "Kancheepuram" "98404993888939015184" "Last Updated on: 25/05/2021 03:54 PM" 115 23 235 0 25 0 375 23 "2021-05-25"
"CHO - Hiranandhini parks hospital, oragadam" "Hiranandani Parks, Triveni Nagar,Vadakkupattu village,Oragadam,KANCHEEPURAM" "Kancheepuram" "7708168936" "Last Updated on: 25/05/2021 06:50 PM" 12 7 6 2 0 0 18 9 "2021-05-25"
"CCC - Injambakkam covid health centre CCC" "" "Kancheepuram" "9940623417" "Last Updated on: 25/05/2021 05:27 PM" 20 13 80 0 0 0 100 13 "2021-05-25"
"CHO - JABBAR HEALTH CENTER" "658/2, thirumudivakkam main , thrumudivakkam , chennai -600132,KUNDRATHUR" "Kancheepuram" "8072999103 8056154025" "Last Updated on: 25/05/2021 07:57 PM" 5 3 2 2 0 0 7 5 "2021-05-25"
"CHC - Janani Nursing Home, Kancheepuram" "" "Kancheepuram" "9999" "Last Updated on: 25/05/2021 09:48 PM" 7 3 5 0 0 0 12 3 "2021-05-25"
"CHC - Jaya Hospital,Sriperumbudhur" "NO.3,,KOTHANDA NADAR NAGAR,SRIPERUMBUDUR" "Kancheepuram" "98423324439842310444" "Last Updated on: 25/05/2021 04:51 PM" 3 0 0 0 0 0 3 0 "2021-05-25"
"CHO - KPP Multispeciality Hospital, Sholinganallur" "No:1/127, Srivasa salai, Nanmangalam,Chennai-129.,kovilambakkam,KANCHEEPURAM" "Kancheepuram" "9342154699" "Last Updated on: 25/05/2021 07:05 PM" 10 10 20 5 0 0 30 15 "2021-05-25"
"ICCC - Kundrathur CHC" "kundrathur,KUNDRATHUR" "Kancheepuram" "9176544558" "Last Updated on: 18/05/2021 01:59 PM" 15 15 0 0 0 0 15 15 "2021-05-25"
"CHO - MM Nagar medic center maraimmalai Nagar " "10/22 Singaravelan Street, NH-2 Anna Salai,Maraimalai Nagar,Maraimalai Nagar,CHENGALPATTU" "Kancheepuram" "9840283383" "Last Updated on: 25/05/2021 08:14 PM" 6 0 4 0 0 0 10 0 "2021-05-25"
"CHC - Madha Medical College Hospital" "Kovur, Thandalam,Chennai-600128,SRIPERUMBUDUR" "Kancheepuram" "8870209559" "Last Updated on: 25/05/2021 10:02 PM" 534 466 10 0 6 0 550 466 "2021-05-25"
"CCC - Madha medical college - ccc" "" "Kancheepuram" "6380073511" "Last Updated on: 25/05/2021 05:15 PM" 350 312 0 0 0 0 350 312 "2021-05-25"
"ICCC - Maduramangalam chc" "maduramangalam,SRIPERUMBUDUR" "Kancheepuram" "9944219653" "Last Updated on: 23/05/2021 12:35 AM" 15 15 0 0 0 0 15 15 "2021-05-25"
"CHC - Mahalakshmi Multispecialty Hospital" "" "Kancheepuram" "8610485027" "Last Updated on: 25/05/2021 04:06 PM" 3 0 39 5 3 0 45 5 "2021-05-25"
"ICCC - Manampathi CHC" "MANAMPATHY,UTHIRAMERUR" "Kancheepuram" "04429592504" "Last Updated on: 25/05/2021 12:19 AM" 10 10 0 0 0 0 10 10 "2021-05-25"
"CHC - Meenakshi Medical college & Research Institute" "33 ,enathur,kancheepuram" "Kancheepuram" "9444018238" "Last Updated on: 25/05/2021 05:33 PM" 51 37 65 0 14 0 130 37 "2021-05-25"
"CCC - Meenatchi Medical college Hospital Private - CCC" "Meenatchi Medical college Hospital Private ,ENATHUR,ENATHUR,WALAJABAD" "Kancheepuram" "04427237107" "Last Updated on: 25/05/2021 05:13 PM" 120 57 0 0 0 0 120 57 "2021-05-25"
"CCC - Muthukumaran Hospital - CCC" "12,Kundrathur Road,\"Chikkarayapuram, Mangadu\",KUNDRATHUR" "Kancheepuram" "04427237107" "Last Updated on: 25/05/2021 05:17 PM" 150 150 0 0 0 0 150 150 "2021-05-25"
"CCC - Nathapettai iccc" "Kannikapuram,KANCHEEPURAM" "Kancheepuram" "9360298334" "Last Updated on: 25/05/2021 01:30 PM" 7 7 1 0 0 0 8 7 "2021-05-25"
"ICCC - Parandur chc" "parandur,WALAJABAD" "Kancheepuram" "9524659719" "Last Updated on: 25/05/2021 10:04 AM" 15 15 0 0 0 0 15 15 "2021-05-25"
"CHO - S B Hospital, Navallur" "1/79, ,KANCHEEPURAM" "Kancheepuram" "9884330817" "Last Updated on: 25/05/2021 12:32 AM" 6 0 2 0 0 0 8 0 "2021-05-25"
"CCC - SAVEETHA MEDICAL COLLEGE" "SAVEETHA MEDICAL COLLEGE, THANDALAM,SRIPERUMBUDUR,SRIPERUMBUDUR" "Kancheepuram" "04427237107" "Last Updated on: 25/05/2021 05:14 PM" 0 0 0 0 0 0 0 0 "2021-05-25"
" CHC - SB Hospital, Navallur" "" "Kancheepuram" "9884330817" "Last Updated on: 24/05/2021 12:11 AM" 0 0 0 0 0 0 0 0 "2021-05-25"
"CHO - Sankara Multi Speciality  Hospital," "" "Kancheepuram" "9080051015" "Last Updated on: 24/05/2021 12:23 AM" 12 3 3 0 1 0 16 3 "2021-05-25"
"CHO - Santhoshi Hospital, Mudichur" "No 52, Thamirabharani street,,Lingam nagar,Mudichur,KANCHEEPURAM" "Kancheepuram" "6369800693" "Last Updated on: 25/05/2021 07:41 PM" 0 0 20 5 0 0 20 5 "2021-05-25"
"CHC - Saveetha Medical college, Thandalam" "SAVEETHA MEDICAL COLLEGE  HOSPITAL ,SAVEETHA NAGAR,THANDALAM,SRIPERUMBUDUR" "Kancheepuram" "4466726672" "Last Updated on: 25/05/2021 09:43 AM" 200 46 250 8 50 0 500 54 "2021-05-25"
"CHC - Sayee Hospital, Padappai" "" "Kancheepuram" "9629258338" "Last Updated on: 25/05/2021 04:03 PM" 5 0 0 0 0 0 5 0 "2021-05-25"
"CHC - Speed Hospital, Mangadu" "no.25 School Street, Managadu,mangadu,KANCHEEPURAM" "Kancheepuram" "9566244277" "Last Updated on: 25/05/2021 05:17 PM" 0 0 58 27 2 0 60 27 "2021-05-25"
"CHC - Sri Muthukumaran Medical College Hospital" "" "Kancheepuram" "9600002646" "Last Updated on: 25/05/2021 06:56 PM" 314 302 8 4 0 0 322 306 "2021-05-25"
"CHC - Sriperumpudur GH" "Chennai Bangalore Highway,Katchipedu,Sriperumbudur,SRIPERUMBUDUR" "Kancheepuram" "9940736136" "Last Updated on: 25/05/2021 09:25 AM" 20 16 0 0 0 0 20 16 "2021-05-25"
"CHC - Susrutha Integrated Fertility, Maternity and Surgical Centre, West Tambaram" "" "Kancheepuram" "9999" "Last Updated on: 25/05/2021 12:31 AM" 9 9 1 0 0 0 10 9 "2021-05-25"
"CHO - TKR Maternity and Children Hospital, Kovilambakkam" "" "Kancheepuram" "7338965893" "Last Updated on: 25/05/2021 10:52 AM" 0 0 12 0 4 0 16 0 "2021-05-25"
"ICCC - Thiruppukuzhi CHC" "THIRUPPUKUZHI CHC,KANCHEEPURAM" "Kancheepuram" "9444248281" "Last Updated on: 25/05/2021 05:27 PM" 14 13 0 0 0 0 14 13 "2021-05-25"
"CHC - Uthiramerur GH" "Uthiramerur PHC,Uthiramerur" "Kancheepuram" "8668007747" "Last Updated on: 25/05/2021 04:20 PM" 10 10 0 0 0 0 10 10 "2021-05-25"
"CHC - Walajabad GH" "Sriperumbudur road,Walajabad ,Walajabad ,WALAJABAD" "Kancheepuram" "9443176262" "Last Updated on: 25/05/2021 04:08 PM" 20 20 0 0 0 0 20 20 "2021-05-25"
"CCC - AKT School, Kallakurichi" "AKT NAGAR,Kallakurichi" "Kallakurichi" "7358258244" "Last Updated on: 25/05/2021 04:05 PM" 750 590 0 0 0 0 750 590 "2021-05-25"
"CHC - Annai Medical Centre, Villupuram TN." "Durugam Road, Annamalai towers, Kallakkurichi, Tamil Nadu 606202,Durugam Road, Annamalai towers, Kallakkurichi, Tamil Nadu 606202,Kallakurichi,Kallakurichi" "Kallakurichi" "9600288337" "Last Updated on: 25/05/2021 03:47 PM" 4 1 19 0 2 0 25 1 "2021-05-25"
"ICCC - Ariyur" "Govt phc,G.Ariyur,Tirukoilur Tk,Tirukkoilur" "Kallakurichi" "7010495798" "Last Updated on: 25/05/2021 03:40 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CCC - Bharathi Women's Colloge, Thachur" "" "Kallakurichi" "7305702341" "Last Updated on: 25/05/2021 04:05 PM" 120 106 0 0 0 0 120 106 "2021-05-25"
"CCC - GOVT MODEL HR SEC SCHOOL , G ARIYUR" "GOVERNMENT PRIMARY HEALTH CENTER,G.ARIYUR,G.ARIYUR,TIRUKOVILUR  TALUK" "Kallakurichi" "944543850877088906119659526679" "Last Updated on: 25/05/2021 07:19 PM" 120 120 0 0 0 0 120 120 "2021-05-25"
"CHO - Govt Medical College Hospital,Kallakurichi" "KACHIRAYAPALAYAM ROAD,Kallakurichi" "Kallakurichi" "4151222331" "Last Updated on: 25/05/2021 05:42 PM" 100 0 310 0 40 0 450 0 "2021-05-25"
"CCC - Govt Polytechnic College, Sankarapuram" "GOVT POLYTECHNIC COLLEGE,SANKARAPURAM,,GOVT POLYTECHNIC COLLEGE,SANKARAPURAM,,SANKARAPURAM,Sankarapuram" "Kallakurichi" "9940779063" "Last Updated on: 25/05/2021 04:07 PM" 200 107 0 0 0 0 200 107 "2021-05-25"
"CHC - Govt Taluk Hospital,Chinnasalem" "Chinnasalem,Chinnaselam" "Kallakurichi" "7010108787" "Last Updated on: 25/05/2021 06:28 PM" 32 32 0 0 0 0 32 32 "2021-05-25"
"CHC - Govt Taluk Hospital,Sankarapuram" "Government hospital,Sankarapuram,Near bus stand,Sankarapuram" "Kallakurichi" "9842437377" "Last Updated on: 25/05/2021 05:20 PM" 4 4 0 0 0 0 4 4 "2021-05-25"
"CHC - Govt Taluk Hospital,Thirukovilur" "Hospital Road, Thirukovilur,Tirukkoilur" "Kallakurichi" "7010807800" "Last Updated on: 25/05/2021 04:36 PM" 20 14 0 0 0 0 20 14 "2021-05-25"
"CHC - Govt Taluk Hospital,Ulunderpettai" "Ulundurpet,Ulundurpet" "Kallakurichi" "9894573538" "Last Updated on: 25/05/2021 06:11 PM" 20 17 5 0 0 0 25 17 "2021-05-25"
"CCC - ITI Chinnasalem" "On the way to vanakottai,Chinnaselam" "Kallakurichi" "9787727433" "Last Updated on: 25/05/2021 04:28 PM" 120 54 0 0 0 0 120 54 "2021-05-25"
"ICCC - Ilavanasurkottai" "Govt Primary Health Centre,Elavanasurkottai,Ulundurpet" "Kallakurichi" "9500612605" "Last Updated on: 25/05/2021 06:02 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"ICCC - Kachirapalayam" "Vendamapettai road,Kachirayapalayam,Kachirayapalayam,Chinnaselam" "Kallakurichi" "9487736733" "Last Updated on: 25/05/2021 04:04 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"ICCC - Kariyalur" "Govt community health centre,Vellimalai main road,Kariyalur,KALVARAYAN HILLS" "Kallakurichi" "9385733008" "Last Updated on: 25/05/2021 03:05 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CHC - Lotus Paediatric Emergency Centre" "No:111, Salem Main Road , Kallakurichi, Viluppuram, Tamil Nadu,No:111, Salem Main Road , Kallakurichi, Viluppuram, Tamil Nadu,Kallakurichi,Kallakurichi" "Kallakurichi" "9843163160" "Last Updated on: 25/05/2021 03:53 PM" 15 0 10 0 5 0 30 0 "2021-05-25"
"CCC - MODEL SCHOOL AYANVELLORE" "Thiruvennainallur Main road, Ayanvellore, Ulundurpet, kallakurichi" "Kallakurichi" "9566005829" "Last Updated on: 25/05/2021 05:18 PM" 100 100 0 0 0 0 100 100 "2021-05-25"
"CCC - MODEL SCHOOL, KUMARAMANGALAM" "A.Kumaramangalam ,Ulundurpet" "Kallakurichi" "9600609403" "Last Updated on: 25/05/2021 05:26 PM" 130 53 0 0 0 0 130 53 "2021-05-25"
"ICCC - Melur" "GPHC,Melur,Kallakurichi" "Kallakurichi" "9566998812" "Last Updated on: 25/05/2021 04:14 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"ICCC - Pudupettai" "Govt Primary health center ,Pudupettai 606402,Pudupattu ,Sankarapuram" "Kallakurichi" "8925495607" "Last Updated on: 25/05/2021 10:20 AM" 30 30 0 0 0 0 30 30 "2021-05-25"
"ICCC - Rishivandhiyam" "Police station opposite,Rishivandiyam ,Sankarapuram" "Kallakurichi" "9384985709" "Last Updated on: 25/05/2021 04:58 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CHC - S A Hospital, Sankarapuram, Villupuram" "" "Kallakurichi" "9384459499" "Last Updated on: 25/05/2021 03:53 PM" 0 0 0 0 0 0 0 0 "2021-05-25"
"CHC - SRI SANJEEVI HOSPITAL, VILLUPURAM TN." "Durugam Rd, Raja Nagar, Kallakkurichi, Tamil Nadu 606202,Durugam Rd, Raja Nagar, Kallakkurichi, Tamil Nadu 606202,Kallakurichi,Kallakurichi" "Kallakurichi" "9750999345" "Last Updated on: 25/05/2021 03:49 PM" 10 0 67 0 15 0 92 0 "2021-05-25"
"ICCC - Thiagadurgam" "Thiyagadurgam govt phc,Salem main road,Thiyagadurgam,Kallakurichi" "Kallakurichi" "8754696292" "Last Updated on: 25/05/2021 05:15 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"ICCC - Thirunavalur" "Govt.  Primary health centre,Cuddalore main road , Thirunavalur,Thirunavalur 607204,Ulundurpet" "Kallakurichi" "9952361881" "Last Updated on: 25/05/2021 04:31 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CHO - Abhi SK Hospital,Gobichettipalayam" "" "Erode" "9080197243" "Last Updated on: 25/05/2021 05:06 PM" 0 0 27 0 13 0 40 0 "2021-05-25"
"CHC - Abirami Kidney Care Dr.Thangavelu Hospital, Brough Road" "581 / 582, BROUGH ROAD,NEAR RAVI THEATRE,ERODE,Erode" "Erode" "9500794485 (9AM TO 9PM)" "Last Updated on: 25/05/2021 05:25 PM" 0 0 90 0 10 0 100 0 "2021-05-25"
"CHC - Anthiyur GH" "GOVERNMENT HOSPITAL,BARGUR ROAD,Anthiyur" "Erode" "9524158645" "Last Updated on: 25/05/2021 04:30 PM" 10 0 5 0 0 0 15 0 "2021-05-25"
"CHO - Arawinth Hospital" "Perundurai Road,,Near Reliance petrol bank,Erode.,Erode" "Erode" "9600338668" "Last Updated on: 25/05/2021 10:09 AM" 9 2 9 0 2 0 20 2 "2021-05-25"
"ICCC - Athani" "" "Erode" "9999" "Last Updated on: 22/05/2021 04:18 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CHC - Bewell Hospitals, Gandhiji Road" "5& 7 ,GANDHIJI ROAD, ,SURAMPATTIVALASU,Erode" "Erode" "9445882236 (8.00AM TO 6.00 PM)" "Last Updated on: 25/05/2021 09:21 AM" 10 0 13 0 2 0 25 0 "2021-05-25"
"CHC - Bhavani GH" "BHAVANI GOVT HOSPITAL ,BHAVANI,ANTHIYUR MAIN ROAD, BHAVANI,TALUK HOSPITAL,Bhavani" "Erode" "9443040298 (08.00 AM to 04.00 PM)9843034506 (08.00 AM to 04.00 PM)" "Last Updated on: 25/05/2021 05:31 PM" 36 0 10 0 0 0 46 0 "2021-05-25"
"CHC - C.K.Hospital, Balasubbrayalu Street" "Balasuburayalu street,Erode" "Erode" "9994500470" "Last Updated on: 25/05/2021 04:27 PM" 32 0 28 0 0 0 60 0 "2021-05-25"
"CCC - CCC sathyamangalam" "" "Erode" "7010261734" "Last Updated on: 25/05/2021 06:04 PM" 170 5 0 0 0 0 170 5 "2021-05-25"
"CHC - CSI Hospital, Brough Road" "PB NO: 4, Brough Road,638001,Brough Road,Erode" "Erode" "9095294663" "Last Updated on: 25/05/2021 07:37 PM" 35 0 15 0 0 0 50 0 "2021-05-25"
"ICCC - Chennimalai UG PHC" "177,\"PARK ROAD,\",CHENNIMALAI,Perundurai" "Erode" "8144615253" "Last Updated on: 25/05/2021 05:28 PM" 15 15 0 0 0 0 15 15 "2021-05-25"
"ICCC - Chithode UG PHC" "Sathy main road,Chithode,Erode" "Erode" "4242534724" "Last Updated on: 25/05/2021 05:09 PM" 20 20 0 0 0 0 20 20 "2021-05-25"
"CHC - Erode Emergency Care Hospital, Veerappampalayam" "Erode Emergency Care Hospital, Veerappampalayam Main Road, Erode,Veerappampalayam ,Erode" "Erode" "7373000151 (24 HOURS)7373000152 (24 HOURS)" "Last Updated on: 25/05/2021 05:43 PM" 10 0 40 0 0 0 50 0 "2021-05-25"
"CHC - Erode Kaveri Multi Speciality Hospital, Erode" "" "Erode" "9999" "Last Updated on: 25/05/2021 03:13 PM" 11 11 9 2 3 0 23 13 "2021-05-25"
"CHC - Erode Medical Centre, Perundurai Road, Erode TN." "Erode,Erode" "Erode" "7373097188" "Last Updated on: 25/05/2021 06:57 PM" 40 0 31 0 4 0 75 0 "2021-05-25"
"CHC - Erode multispeciality Hospital, Erode TN." "" "Erode" "9842723055" "Last Updated on: 25/05/2021 08:05 PM" 40 0 16 0 4 0 60 0 "2021-05-25"
"CHO - GEMC,Erode" "" "Erode" "9499966121" "Last Updated on: 25/05/2021 04:22 PM" 0 0 490 0 120 0 610 0 "2021-05-25"
"CHC - GHQH ERODE" "EVN ROAD,EDYANKATTU VALASU,Erode" "Erode" "9154154497 (24 hrs )" "Last Updated on: 25/05/2021 05:24 PM" 126 13 164 0 10 0 250 13 "2021-05-25"
"CCC - Gobi Arts and Science College, Gobi" "college pirivu road,karattadipalayam,gobi,Gobichettipalayam" "Erode" "97895630128012449460" "Last Updated on: 25/05/2021 04:54 PM" 180 22 0 0 0 0 180 22 "2021-05-25"
"CHC - Gobi GH" "NEW HOSPITAL ROAD,CUTCHERRY MEDU,Gobichettipalayam" "Erode" "04285222053" "Last Updated on: 25/05/2021 03:59 PM" 33 0 7 0 0 0 40 0 "2021-05-25"
"ICCC - Guruvareddiyur" "" "Erode" "9999" "Last Updated on: 25/05/2021 08:36 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CCC - Ideal School,Anthiyur" "Ideal higher secondary school , ideal nagar , sembulichampalayam , ANTHIYUR taluk,Erode district,Anthiyur" "Erode" "9894363036" "Last Updated on: 25/05/2021 04:00 PM" 350 31 0 0 0 0 350 31 "2021-05-25"
"CCC - JSS Matriculation School" "THALAMALAI ROAD , THALAVADY,Thalavadi" "Erode" "7904210344" "Last Updated on: 25/05/2021 10:17 AM" 200 83 0 0 0 0 200 83 "2021-05-25"
"CHO - KMCH Speciality Hospital,Palaniyappa St,Erode " "" "Erode" "9940561691" "Last Updated on: 25/05/2021 08:00 PM" 10 0 14 0 6 0 30 0 "2021-05-25"
"CHO - Kalingarayan Medical Center, Gandhi Nagar*" "NO 68 GANDHI NAGAR, NGGO COLONY ROAD,OLD KMCH BUILDING,Erode" "Erode" "9442646960 (8.00AM TO 9.00PM)" "Last Updated on: 25/05/2021 11:02 AM" 61 0 4 0 10 0 75 0 "2021-05-25"
"CHC - Kalyani Kidney Care Centre, Sampath Nagar Main Road" "" "Erode" "9585285053" "Last Updated on: 25/05/2021 06:45 AM" 95 0 52 0 8 0 155 0 "2021-05-25"
"CHC - Kongu Hospital, Perundurai,Erode" "262 bhavani road,Perundurai" "Erode" "9659110011" "Last Updated on: 25/05/2021 03:12 PM" 11 0 4 0 0 0 15 0 "2021-05-25"
"CCC - Kongu arts and Science College" "Kongu arts and  science college,Nanjanapuram,Erode" "Erode" "9865926666" "Last Updated on: 25/05/2021 09:59 AM" 500 320 0 0 0 0 500 320 "2021-05-25"
"ICCC - Kugalur UG PHC" "community health centre,GH main road ,kugalur 638313,Kugalur,Gobichettipalayam" "Erode" "70107147159080167900" "Last Updated on: 25/05/2021 05:14 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CHO - Lotus Hospitals Research Centre Ltd,Erode" "90 THAYUMANAVA SUNDARAM STREET,KOLLAMPALAYAM,Erode" "Erode" "98427666660424228282898428282807395812828" "Last Updated on: 25/05/2021 03:35 PM" 100 19 85 0 10 0 195 19 "2021-05-25"
"CHO - M.J Hospital,Anthiyur" "95/3 Anna Salai,Anthiyur,Anthiyur" "Erode" "9843407759" "Last Updated on: 25/05/2021 05:57 PM" 5 0 0 0 0 0 5 0 "2021-05-25"
"CHC - Maaruthi Mediccal Center And Hospitals, Erode TN." "564, PERUNDURAI ROAD,Erode" "Erode" "9965764830 (9AM TO 5PM)" "Last Updated on: 25/05/2021 10:09 AM" 29 16 4 1 2 0 35 17 "2021-05-25"
"ICCC - Modakurichi" "GOVERNMENT PRIMARY HEALTH CENTER,MODAKKURICHI,MODAKKURICHI,Modakkurichi" "Erode" "8754932220" "Last Updated on: 25/05/2021 04:51 PM" 30 0 0 0 0 0 30 0 "2021-05-25"
"ICCC - Mylampadi" "GUPHC, ,Mylambadi ,Mylambadi,Bhavani" "Erode" "04256237077" "Last Updated on: 25/05/2021 04:21 PM" 20 20 0 0 0 0 20 20 "2021-05-25"
"ICCC - Nambiyur UG PHC" "\"Block Primary Health Centre, Nambiyur\",Gobi Main Road,\"Pudhu Sooripalayam, Nambiyur\",Nambiyur" "Erode" "8012449460" "Last Updated on: 25/05/2021 01:14 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CHC - Nandha Medical College and Hospital, Pitchandampalayam" "Erode to perundurai main road,Pichandampalayam po,Vaikalmedu bus stop,Erode" "Erode" "7373755166" "Last Updated on: 25/05/2021 04:40 PM" 130 107 14 0 6 0 150 107 "2021-05-25"
"ICCC - Punjaipuliyampatti" "" "Erode" "9999" "Last Updated on: 25/05/2021 04:36 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CHC - Ritheesh Hospital, Sathyamangalam" "No 113/28 SRN Lane,VIT Nagar,Sathyamangalam,Sathyamangalam" "Erode" "9842575821" "Last Updated on: 25/05/2021 00:41 AM" 12 0 12 0 8 0 32 0 "2021-05-25"
"CHO - Ritheesh Hospital,Sathyamangalam" "" "Erode" "9940202851" "Last Updated on: 25/05/2021 04:18 PM" 12 0 12 0 8 0 32 0 "2021-05-25"
"CHO - S.H.Hospital,Anthiyur" "" "Erode" "7010261556" "Last Updated on: 25/05/2021 06:00 PM" 0 0 10 0 3 0 13 0 "2021-05-25"
"CHC - Sathyamangalam GH" "Komarapalayam,Sathyamangalam,Sathyamangalam" "Erode" "8870889899" "Last Updated on: 25/05/2021 04:17 PM" 64 4 0 0 0 0 64 4 "2021-05-25"
"CCC - Sengunthar Engineering college " "Erode - Perundurai Rd,Post, Thudupathi,Perundurai" "Erode" "88076992719500134424" "Last Updated on: 25/05/2021 04:14 PM" 0 0 0 0 0 0 0 0 "2021-05-25"
"CHC - Senthil Multi Speciality Hospital, Perundurai Road" "547, PERUNDURAI ROAD,ERODE,Erode" "Erode" "9043165444" "Last Updated on: 25/05/2021 03:06 PM" 62 0 56 0 12 0 130 0 "2021-05-25"
"CHC - Shri Mani Hospital, Bhavani" "" "Erode" "9999" "Last Updated on: 25/05/2021 10:58 AM" 0 0 24 9 0 0 24 9 "2021-05-25"
"ICCC - Sivagiri" "HOSPITAL ROAD, SIVAGIRI,SIVAGIRI,Kodumudi" "Erode" "04204240343" "Last Updated on: 25/05/2021 04:38 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CHC - Sudha Hospitals Perundurai Road, Erode TN." "162 Perundurai Road ,Erode,Erode,Erode" "Erode" "7849992999" "Last Updated on: 25/05/2021 09:11 AM" 120 0 110 0 20 0 250 0 "2021-05-25"
"ICCC - Thalavadi" "UPHC, THALAVADY,Thalavadi" "Erode" "7904210344" "Last Updated on: 25/05/2021 10:18 AM" 30 30 0 0 0 0 30 30 "2021-05-25"
"ICCC - Thingalur UG PHC" "118,ADUTHALAIYANPALAYAM,THINGALUR,Perundurai" "Erode" "8220005086" "Last Updated on: 25/05/2021 04:16 PM" 30 0 0 0 0 0 30 0 "2021-05-25"
"ICCC - Thookkanayakkanpalayam" "Kamaraj Road,Thookanaickenpalayam,Gobichettipalayam" "Erode" "04285260009 (9.00 AM to 4.00 PM)" "Last Updated on: 20/05/2021 09:54 AM" 10 10 0 0 0 0 10 10 "2021-05-25"
"ICCC - Ukkaram" "" "Erode" "999999" "Last Updated on: 25/05/2021 05:54 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CHC - Veena hospital, nasiyanur" "" "Erode" "9952493428" "Last Updated on: 25/05/2021 08:55 PM" 25 0 34 0 6 0 65 0 "2021-05-25"
"CCC - Vellalar College , Thindal" "PerunduraiRoad,Thindal,Erode" "Erode" "9578634921" "Last Updated on: 24/05/2021 10:37 AM" 200 48 0 0 0 0 200 48 "2021-05-25"
"CHC - ANNAI CLINIC " "No, 5 R. V NAGAR,Dindigul ,Dindigul ,Dindigul West" "Dindigul" "9442405599 " "Last Updated on: 25/05/2021 04:03 PM" 20 0 7 0 3 0 30 0 "2021-05-25"
"CCC - APA College, Palani" "Palani,Palani" "Dindigul" "9360232755" "Last Updated on: 25/05/2021 08:15 PM" 188 94 0 0 0 0 188 94 "2021-05-25"
"ICCC - Ammayanakanur CHC" "Ammayanakanur,Nilakottai" "Dindigul" "9865555624" "Last Updated on: 25/05/2021 05:06 PM" 30 29 0 0 0 0 30 29 "2021-05-25"
"CCC - BC WELFARE HOSTEL KODAIKANAL" "Attuvampatty, Kodaikanal,Palani" "Dindigul" "9751000077" "Last Updated on: 25/05/2021 12:05 AM" 25 25 0 0 0 0 25 25 "2021-05-25"
"CHC - Badlagundu" "KANAVAIPATTI ROAD,BATLAGUNDU,NEAR BUSTAND,Nilakottai" "Dindigul" "9442361455" "Last Updated on: 25/05/2021 03:59 PM" 10 10 20 20 0 0 30 30 "2021-05-25"
"CHC - Bharathi Mission Hospital, Dindigul" "" "Dindigul" "9965531422" "Last Updated on: 25/05/2021 03:13 PM" 17 0 0 0 0 0 17 0 "2021-05-25"
"ICCC - Chinnalapatti CHC" "Poonjolai, Chinnalapatty,Athoor" "Dindigul" "9791256700" "Last Updated on: 25/05/2021 05:08 PM" 25 25 0 0 0 0 25 25 "2021-05-25"
"CHC - Christian Fellowship Community Centre, Ambilikkai" "Christian fellowship community health centre,Ambilikkai,Oddenchatram" "Dindigul" "9843216881" "Last Updated on: 25/05/2021 02:54 PM" 68 54 6 0 0 0 74 54 "2021-05-25"
"CHC - Christian Fellowship Hospital, Ottanchatram" "CHRISTIAN FELLOWSHIP HOSPITAL  PALANI DINDUGAL MAIN ROAD ODDANCHATRAM,ODDANCHATRAM,Oddenchatram" "Dindigul" "8903002554" "Last Updated on: 25/05/2021 04:02 PM" 74 2 0 0 0 0 74 2 "2021-05-25"
"CHC - City Hospital, Gandhi Naagar" "4/361,Gandhiji Nagar,Dindigul East" "Dindigul" "88701857086369465908" "Last Updated on: 25/05/2021 03:39 PM" 6 0 32 0 4 0 42 0 "2021-05-25"
"CHC - DMS Hospital, Centre for Women and Children, Batlagundu" "NO-8,GANDHI NAGAR MAIN ROAD,BATLAGUNDU,Nilakottai" "Dindigul" "9442571500" "Last Updated on: 25/05/2021 04:25 PM" 25 5 10 4 2 2 37 11 "2021-05-25"
"ICCC - Eriodu UGPHC" "Ayyalur road, Eriodu,Vedasandur" "Dindigul" "9943761216" "Last Updated on: 24/05/2021 03:40 PM" 30 30 0 0 0 0 30 30 "2021-05-25"
"CCC - Gandhigram IRH" "Ambathurai,ATHOOR,Athoor" "Dindigul" "9791256700" "Last Updated on: 25/05/2021 05:10 PM" 68 20 0 0 0 0 68 20 "2021-05-25"
